ticker,name_x,search_query
PSIX,POWER SOLUTIONS INTERNATIONAL INC,power solutions international
FCSC,FIBROCELL SCIENCE INC,fibrocell science
CYNI,CYAN INC,cyan
TGTX,TG THERAPEUTICS INC,tg therapeutics
MEIP,MEI PHARMA INC,mei pharma
EACIQ,ERICKSON INC,erickson
ENTA,ENANTA PHARMACEUTICALS INC,enanta pharmaceuticals
PLMT,PALMETTO BANCSHARES INC.,palmetto bancshares
STRP,STRAIGHT PATH COMMUNICATIONS INC C,straight path communications
ATX,COSTA INC CLASS A,costa
A60,ACTAVIS INC,actavis
EVHC,ENVISION HEALTHCARE HOLDINGS INC,envision healthcare holdings
CWENA,NRG YIELD INC CLASS A,nrg yield
ATHL,ATHLON ENERGY INC,athlon energy
TPRE,SIRIUSPOINT LTD,siriuspoint
STCK,BMC STOCK HOLDINGS INC,bmc stock holdings
PETX,ARATANA THERAPEUTICS INC,aratana therapeutics
ONTX,ONCONOVA THERAPEUTICS INC,onconova therapeutics
CBSTZ,CUBIST PHARMACEUTICALS RIGHTS EXP,cubist pharmaceuticals rights exp
MHR,MAGNUM HUNTER RESOURCES - WTS,magnum hunter resources wts
FTDCQ,GUE LIQ COS INC,gue liq cos
AHP,ASHFORD HOSPITALITY PRIME REIT INC,ashford hospitality prime reit
UNTD,UNITED ONLINE INC,united online
HART,BIOSTAGE INC,biostage
CACQ,CAESARS ACQUISITION CLASS A,caesars acquisition
MHR,MAGNUM HUNTER RESOURCES CORP,magnum hunter resources
ZU,ZULILY INC CLASS A,zulily
SFXEQ,SFX ENTERTAINMENT INC,sfx entertainment
XCO RT,EXCO RESOURCES RIGHTS EXPIRING JAN,exco resources rights expiring jan
TETAA,TETON ADVISORS INC CLASS A,teton advisors
PLKI,POPEYES LOUISIANA KITCHEN INC,popeyes louisiana kitchen
ELNK,EARTHLINK HOLDINGS CORP,earthlink holdings
CNVR,CONVERSANT INC,conversant
GSTCQ,GASTAR EXPLORATION INC,gastar exploration
GMCR,KEURIG GREEN MOUNTAIN INC,keurig green mountain
TW,TOWERS WATSON,towers watson
SPNV,SUPERIOR ENERGY SVCS INC,superior energy svcs
OASPQ,OASIS PETROLEUM INC,oasis petroleum
UNTCQ,UNIT CORP,unit
QLGC,QLOGIC CORP.,qlogic
FREDQ,FREDS INC CLASS A,freds
CTRL,CONTROL4 CORP,control4
LDRH,LDR HOLDING CORP,ldr holding
NTLS,NTELOS HOLDINGS CORP,ntelos holdings
MVNR,MAVENIR SYSTEMS INC,mavenir systems
GGQ7,GOOGLE INC CLASS C,google
X*,US STEEL CORP,us steel
SALT,SCORPIO BULKERS INC,scorpio bulkers
AUB,ATLANTIC UNION BANKSHARES CORP,atlantic union bankshares
2NAB,NORTH ATLANTIC DRILLING LTD,north atlantic drilling
TLMR,TALMER BANCORP INC CLASS A,talmer bancorp
LEAP,LEAP WIRELESS INTERNATIONAL CVR,leap wireless international cvr
CSBK,CLIFTON BANCORP INC,clifton bancorp
NAVI,NAVIENT CORP,navient
NADL,NORTH ATLANTIC DRILLING LTD,north atlantic drilling
ENVE,ENVENTIS CORP,enventis
FWLT,FOSTER WHEELER AG,foster wheeler
TIME,TIME INC,time
NYRT,NEW YORK REIT INC,new york reit
IMS,IMS HEALTH HOLDINGS INC,ims health holdings
HCT,AMERICAN REALTY CAPITAL HEALTHCARE,american realty capital healthcare
AAMC,ALTISOURCE ASSET MANAGEMENT CORP,altisource asset management
NM,NAVIOS MARITIME INC,navios maritime
1KX,KOFAX LTD,kofax
DHT,DHT HOLDINGS INC,dht holdings
SB,SAFE BULKERS INC,safe bulkers
CTRE,CARETRUST REIT INC,caretrust reit
REI,RING ENERGY INC,ring energy
NNA,NAVIOS MARITIME ACQUISITION CORP,navios maritime acquisition
E1OA,EROS STX GLOBAL CORP CLASS A,eros stx global
SGBK,STONEGATE BANK,stonegate bank
ASC,ARDMORE SHIPPING CORP,ardmore shipping
GALT,GALECTIN THERAPEUTICS INC,galectin therapeutics
NWBO,NORTHWEST BIOTHERAPEUTICS INC,northwest biotherapeutics
TREC,TRECORA RESOURCES,trecora resources
CORR,CORENERGY INFRASTRUCTURE TRUST REI,corenergy infrastructure rei
CYTR,CYTRX CORP,cytrx
BPTH,BIO PATH HOLDINGS INC,bio path holdings
ORM,OWENS REALTY MORTGAGE REIT INC,owens realty mortgage reit
SGM,STONEGATE MORTGAGE CORP,stonegate mortgage
AMZGQ,AMERICAN EAGLE ENERGY CORP,american eagle energy
ASPX,AUSPEX PHARMACEUTICALS INC,auspex pharmaceuticals
CSCD,CASCADE MICROTECH INC,cascade microtech
XNCR,XENCOR INC,xencor
NNVC,NANOVIRICIDES INC,nanoviricides
0DA,DORIAN LPG LTD,dorian lpg
VTSS,VITESSE SEMICONDUCTOR INC,vitesse semiconductor
CTT,CATCHMARK TIMBER TRUST INC CLASS A,catchmark timber
CLBS,CALADRIUS BIOSCIENCES INC,caladrius biosciences
SNOW,INTRAWEST RESORTS HOLDINGS INC,intrawest resorts holdings
OPB,OPUS BANK,opus bank
OPWR,OPOWER INC,opower
ATNM,ACTINIUM PHARMACEUTICALS INC,actinium pharmaceuticals
ICEL,CELLULAR DYNAMICS INTERNATIONAL IN,cellular dynamics international in
TSRE,TRADE STREET RESIDENTIAL REIT INC,trade street residential reit
GLRI,GLORI ENERGY INC,glori energy
XXII,CENTURY GROUP  INC,century group
LBMH,LIBERATOR MEDICAL HOLDINGS INC,liberator medical holdings
TRIV,TRIVASCULAR TECHNOLOGIES INC,trivascular technologies
JS1,SQUARE  FINANCIAL INC CLASS A,square financial
NYNY,EMPIRE RESORTS INC,empire resorts
NCFT,NORCRAFT COMPANIES INC,norcraft companies
RGDO,REGADO BIOSCIENCES INC,regado biosciences
BRDR,BORDERFREE INC,borderfree
CARA,CARA THERAPEUTICS INC,cara therapeutics
RCAPQ,RCS CAPITAL CORP,rcs capital
TIPT,TIPTREE INC,tiptree
QRHC,QUEST RESOURCE HOLDING CORP,quest resource holding
ARCW,ARC GROUP WORLDWIDE INC,arc group worldwide
COVS,COVISINT CORP,covisint
NRF,NORTHSTAR REALTY FINANCE REIT CORP,northstar realty finance reit
FNFV,FIDELITY NATIONAL FINANCIAL INC,fidelity national financial
SSEIQ,SEVENTY SEVEN ENERGY INC,seventy seven energy
TAXA,LIBERTY TAX INC CLASS A,liberty tax
-,CONTRA FURIEX PHARMACEUTICALS,contra furiex pharmaceuticals
AST,ASTERIAS BIOTHERAPEUTICS INC SERIE,asterias biotherapeutics serie
LTRPA,LIBERTY TRIPADVISOR HOLDINGS INC S,liberty tripadvisor holdings
ETP,ENERGY TRANSFER PARTNERS UNITS,energy transfer partners units
BH/WS,BIGLARI HOLDINGS INC-RTS,biglari holdings rts
AY,ATLANTICA SUSTAINABLE INFRASTRUCTU,atlantica sustainable infrastructu
2T4,TERRAFORM POWER INC CLASS A,terraform power
NAO,NORDIC AMERICAN OFFSHORE LTD,nordic american offshore
ZSPH,ZS PHARMA INC,zs pharma
FCB,FCB FINANCIAL HOLDINGS INC CLASS A,fcb financial holdings
TSE,TRINSEO,trinseo
ZFGN,LARIMAR THERAPEUTICS INC,larimar therapeutics
OCUL,OCULAR THERAPEUTIX INC,ocular therapeutix
CCS,CENTURY COMMUNITIES INC,century communities
1R3,ROKA BIOSCIENCE INC,roka bioscience
LOXO,LOXO ONCOLOGY INC,loxo oncology
LBRDK,LIBERTY BROADBAND CORP SERIES C,liberty broadband
AINC,ASHFORD INC,ashford
LPG,DORIAN LPG LTD,dorian lpg
YHOO,YAHOO! INC,yahoo
COV,COVIDIEN ORD,covidien ord
STJ,ST JUDE MEDICAL INC,st jude medical
GGP,GENERAL GROWTH PROPERTIES REIT INC,general growth properties reit
BF/B,BROWN FORMAN CORP CLASS B,brown forman
UA,UNDER ARMOUR A INC,under armour
VAL,VALSPAR CORP.,valspar
HUB.B,HUBBELL INC. CL B,hubbell cl
GXP,GREAT PLAINS ENERGY INC.,great plains energy
ULTI,ULTIMATE SOFTWARE GROUP INC.,ultimate software group
RGLD,ROYAL GOLD INC.,royal gold
DYN,DYNEGY INC.,dynegy
BEE,STRATEGIC HOTELS & RESORTS INC.,strategic hotels resorts
CST,CST BRANDS INC.,cst brands
FNFG,FIRST NIAGARA FINANCIAL GROUP INC.,first niagara financial group
ENS,ENERSYS INC.,enersys
AHL,ASPEN INSURANCE HOLDINGS LTD.,aspen insurance holdings
MFA,MFA FINANCIAL INC.,mfa financial
AWAY,HOMEAWAY INC.,homeaway
SWFT,SWIFT TRANSPORTATION CO.,swift transportation
CEB,CORPORATE EXECUTIVE BOARD CO.,corporate executive board
KS,KAPSTONE PAPER & PACKAGING CORP.,kapstone paper packaging
DGI,DIGITALGLOBE INC.,digitalglobe
DBD,DIEBOLD INC.,diebold
KLXI,KLX INC,klx
CSG,CHAMBERS STREET PROPERTIES,chambers street properties
HPY,HEARTLAND PAYMENT SYSTEMS INC.,heartland payment systems
IVR,INVESCO MORTGAGE CAPITAL INC.,invesco mortgage capital
SBRA,SABRA HEALTHCARE REIT INC.,sabra healthcare reit
RGC,REGAL ENTERTAINMENT GROUP,regal entertainment group
AFSI,AMTRUST FINANCIAL SERVICES INC.,amtrust financial services
CYS,CYS INVESTMENTS INC,cys investments
WBMD,WEBMD HEALTH CORP.,webmd health
LTC,LTC PROPERTIES INC.,ltc properties
HLSS,HOME LOAN SERVICING SOLUTIONS LTD,home loan servicing solutions
TAL,TAL INTERNATIONAL GROUP INC.,tal international group
FNFV,FNFV GROUP INC,fnfv group
ARR,ARMOUR RESIDENTIAL REIT INC.,armour residential reit
EDR,EDUCATION REALTY TRUST REIT INC,education realty reit
BOBE,BOB EVANS FARMS INC.,bob evans farms
ABAX,ABAXIS INC.,abaxis
NWBI,NORTHWEST BANCSHARES INC.,northwest bancshares
PNK,PINNACLE ENTERTAINMENT INC.,pinnacle entertainment
STAR,ISTAR FINANCIAL REIT INC,istar financial reit
CMO,CAPSTEAD MORTGAGE CORP.,capstead mortgage
BOFI,BOFI HOLDING INC.,bofi holding
RESI,ALTISOURCE RESIDENTIAL REIT CORP,altisource residential reit
UTIW,UTI WORLDWIDE INC.,uti worldwide
VOLC,VOLCANO CORP.,volcano
SFL,SHIP FINANCE INTERNATIONAL LTD.,ship finance international
ZINC,HORSEHEAD HOLDING CORP.,horsehead holding
CALD,CALLIDUS SOFTWARE INC.,callidus software
NAT,NORDIC AMERICAN TANKERS LTD.,nordic american tankers
ACTG,ACACIA RESEARCH CORP.-ACACIA TECHN,acacia research acacia techn
SYRG,SYNERGY RESOURCES CORP,synergy resources
TPRE,THIRD POINT REINSURANCE LTD,third point reinsurance
BCEI,BONANZA CREEK ENERGY INC.,bonanza creek energy
NCI,NAVIGANT CONSULTING INC.,navigant consulting
ABY,ABENGOA YIELD PLC,abengoa yield
LABL,MULTI-COLOR CORP.,multi color
RTI,RTI INTERNATIONAL METALS INC.,rti international metals
OFG,OFG BANCORP.,ofg bancorp
VWR,VWR CORP CORP,vwr
DEL,DELTIC TIMBER CORP.,deltic timber
IPCM,IPC THE HOSPITALIST CO. INC.,ipc the hospitalist
WAIR,WESCO AIRCRAFT HOLDINGS INC.,wesco aircraft holdings
RENT,RENTRAK CORP.,rentrak
TRNO,TERRENO REALTY CORP.,terreno realty
WMC,WESTERN ASSET MORTGAGE CAPITAL COR,western asset mortgage capital cor
STOR,STORE CAPITAL CORP,store capital
MHLD,MAIDEN HOLDINGS LTD.,maiden holdings
CBF,CAPITAL BANK FINANCIAL CORP.,capital bank financial
MHR,MAGNUM HUNTER RESOURCES CORP.,magnum hunter resources
TR,TOOTSIE ROLL INDUSTRIES INC.,tootsie roll industries
TNGO,TANGOE INC.,tangoe
CMLS,CUMULUS MEDIA INC.,cumulus media
NTRI,NUTRISYSTEM INC.,nutrisystem
CKP,CHECKPOINT SYSTEMS INC.,checkpoint systems
KFX,KOFAX LTD,kofax
NBCB,FIRST NBC BANK HOLDING ORD,first nbc bank holding ord
PHIIK,PETROLEUM HELICOPTERS NON VOTING I,petroleum helicopters
MITT,AG MORTGAGE INVESTMENT TRUST INC.,mortgage investment
SN,SANCHEZ ENERGY CORP.,sanchez energy
XOXO,XO GROUP INC.,xo group
CEMP,CEMPRA INC,cempra
DX,DYNEX CAPITAL INC.,dynex capital
RT,RUBY TUESDAY INC.,ruby tuesday
ASEI,AMERICAN SCIENCE & ENGINEERING INC,american science engineering
HVB,HUDSON VALLEY HOLDING CORP.,hudson valley holding
REX,REX AMERICAN RESOURCES CORP.,rex american resources
ENOC,ENERNOC INC.,enernoc
ADC,AGREE REALTY CORP.,agree realty
HHS,HARTE-HANKS INC.,harte hanks
NEWS,NEWSTAR FINANCIAL INC.,newstar financial
NNBR,NN INC.,nn
LDR,LANDAUER INC.,landauer
PHX,PANHANDLE OIL & GAS INC.,panhandle oil gas
TPLM,TRIANGLE PETROLEUM CORP,triangle petroleum
YORW,YORK WATER CO.,york water
BKMU,BANK MUTUAL CORP.,bank mutual
EXXI,ENERGY XXI (BERMUDA) LTD.,energy xxi bermuda
FRNK,FRANKLIN FINANCIAL CORP. VIRGINIA,franklin financial virginia
FRP,FAIRPOINT COMMUNICATIONS INC.,fairpoint communications
BELFB,BEL FUSE INC. CL B,bel fuse cl
SGBK,STONEGATE BANK ORD,stonegate bank ord
OLP,ONE LIBERTY PROPERTIES INC.,one liberty properties
PSIX,POWER SOLUTIONS INTERNATIONAL INC.,power solutions international
CRD.B,CRAWFORD & CO. CL B,crawford cl
WTBA,WEST BANCORP,west bancorp
STCK,STOCK BUILDING SUPPLY HOLDINGS INC,stock building supply holdings
AXAS,ABRAXAS PETROLEUM CORP.,abraxas petroleum
ABCW,ANCHOR BANCORP WISCONSIN INC,anchor bancorp wisconsin
ENTR,ENTROPIC COMMUNICATIONS INC.,entropic communications
SUBK,SUFFOLK BANCORP,suffolk bancorp
SFXE,SFX ENTERTAINMENT INC,sfx entertainment
ZFGN,ZAFGEN INCINARY,zafgen incinary
NKSH,NATIONAL BANKSHARES INC.,national bankshares
SSE,SEVENTY SEVEN ENERGY INC,seventy seven energy
RPRX,REPROS THERAPEUTICS INC.,repros therapeutics
LMNR,LIMONEIRA CO.,limoneira
NWBO,NORTHWEST BIOTHERAPEUTICS INC.,northwest biotherapeutics
CSCD,CASCADE MICROTECH INC.,cascade microtech
ISLE,ISLE OF CAPRI CASINOS INC.,isle capri casinos
VTSS,VITESSE SEMICONDUCTOR CORP.,vitesse semiconductor
AAC,AAC HLDG INC,aac hldg
LION,FIDELITY SOUTHERN CORP.,fidelity southern
HERO,HERCULES OFFSHORE INC.,hercules offshore
SQBK,SQUARE  FINANCIAL INC CLASS A,square financial
BSTC,BIOSPECIFICS TECHNOLOGIES CORP.,biospecifics technologies
OCUL,OCULAR THERAPEUTIX INC (PROPOSED),ocular therapeutix proposed
CTT,CATCHMARK TIMBER TRUST INC TRUST C,catchmark timber
DSCI,DERMA SCIENCES INC.,derma sciences
LBKRV,LIBERTY BROADBAND SUBSCRIPTION RIG,liberty broadband subscription rig
CAS,A.M. CASTLE & CO.,castle
ISRL,ISRAMCO INC.,isramco
NYNY,EMPIRE RESORTS INC.,empire resorts
SYUT,SYNUTRA INTERNATIONAL INC.,synutra international
TBK,TRIUMPH BANCORP INC,triumph bancorp
VTG,VANTAGE DRILLING,vantage drilling
ANV,ALLIED NEVADA GOLD CORP,allied nevada gold
TKAI,TOKAI PHARMACEUTICALS INC,tokai pharmaceuticals
YDLE,YODLEE INC,yodlee
FSAM,FIFTH STREET ASSET MANAGEMENT INC,fifth street asset management
LWAY,LIFEWAY FOODS INC.,lifeway foods
FXEN,FX ENERGY INC.,fx energy
RSTRF,RESTAURANT BRANDS INT EXCH UNITS,restaurant brands int exch units
PTIE,PAIN THERAPEUTICS INC.,pain therapeutics
HNR,HARVEST NATURAL RESOURCES INC.,harvest natural resources
MIND,MITCHAM INDUSTRIES INC.,mitcham industries
SSRG,SYMMETRY SURGICAL INC,symmetry surgical
-,FURIEX PHARMACEUTICALS INC CVR,furiex pharmaceuticals cvr
TIPT,TIPTREE FINANCIAL INC CLASS A,tiptree financial
GALT,GALECTIN THERAPEUTICS INC.,galectin therapeutics
RCAP,RCS CAPITAL CORP CLASS A,rcs capital
NL,NL INDUSTRIES INC.,nl industries
MILL,MILLER ENERGY RESOURCES INC.,miller energy resources
ULTR,ULTRAPETROL (BAHAMAS) LTD.,ultrapetrol bahamas
ARCW,ARC GROUP WORLDWIDE INC.,arc group worldwide
EAC,ERICKSON INC,erickson
BPZ,BPZ RESOURCES INC.,bpz resources
KWK,QUICKSILVER RESOURCES INC.,quicksilver resources
AMZG,AMERICAN EAGLE ENERGY CORP,american eagle energy
LTXB,LEGACYTEXAS FINANCIAL GROUP INC,legacytexas financial group
FNBC,FIRST NBC BANK HOLDING,first nbc bank holding
-,PROVIDENCE SERVICE CORP,providence service
CACQ,CAESARS ACQUISITION ORD CLASS A,caesars acquisition ord
PATI,PATRIOT TRANSPORTATION HOLDING INC,patriot transportation holding
GPT,GRAMERCY PROPERTY TRUST REIT INC,gramercy property reit
INOV,INOVALON HOLDINGS INC CLASS A,inovalon holdings
HIFR,INFRAREIT INC,infrareit
ONCE,SPARK THERAPEUTICS INC,spark therapeutics
CJES,C&J ENERGY SERVICES INC,energy services
DEA,EASTERLY GOVERNMENT PROPERTIES INC,easterly government properties
HDP,HORTONWORKS INC,hortonworks
ENTL,ENTELLUS MEDICAL INC,entellus medical
FLKS,FLEX PHARMA INC,flex pharma
CNXR,CONNECTURE INC,connecture
AJX,GREAT AJAX CORP,great ajax
CJES,C&J ENERGY SERVICES LTD,energy services
GOGL,GOLDEN OCEAN GROUP LTD,golden ocean group
JMG,JOURNAL MEDIA GROUP INC,journal media group
SWFT,SWIFT TRANSPORTATION ORD CLASS A,swift transportation ord
NYLDA,NRG YIELD INC CLASS A,nrg yield
TBRA,TOBIRA THERAPEUTICS INC,tobira therapeutics
FOX,TWENTY-FIRST CENTURY FOX INC CLASS,twenty first century fox
MORE,MONOGRAM RESIDENTIAL REIT INC TRUS,monogram residential reit trus
TLN,TALEN ENERGY CORP,talen energy
KING,KING DIGITAL ENTERTAINMENT PLC,king digital entertainment
SNR,NEW SENIOR INVESTMENT GROUP INC,new senior investment group
SUM,SUMMIT MATERIALS INC CLASS A,summit materials
PDVW,PACIFIC DATAVISION INC,pacific datavision
UDF,UNITED DEVELOPMENT IV ORD,united development iv ord
NVIV,INVIVO THERAPEUTICS HOLDINGS CORP,invivo therapeutics holdings
CPRX,CATALYST PHARMACEUTICALS INC,catalyst pharmaceuticals
PARR,PAR PETROLEUM CORP,par petroleum
AFMD,AFFIMED NV,affimed
HLTH,NOBILIS HEALTH CORP,nobilis health
RELY,REAL INDUSTRY INC,real industry
QCRH,QCR HOLDINGS INC.,qcr holdings
OCAT,OCATA THERAPEUTICS INC,ocata therapeutics
CWCO,CONSOLIDATED WATER CO. INC.,consolidated water
BRG,BLUEROCK RESIDENTIAL GROWTH REIT C,bluerock residential growth reit
APTS,PREFERRED APARTMENT COMMUNITIES RE,preferred apartment communities re
RLGT,RADIANT LOGISTIC INC,radiant logistic
NXRT,NEXPOINT RESIDENTIAL TRUST INC TRU,nexpoint residential tru
ORC,ORCHID ISLAND CAPITAL INC,orchid island capital
FOMX,FOAMIX PHARMACEUTICALS LTD,foamix pharmaceuticals
NCOM,NATIONAL COMMERCE CORP,national commerce
FENX,FENIX PARTS INC,fenix parts
PRTO,PROTEON THERAPEUTICS INC,proteon therapeutics
SIXD,6D GLOBAL TECHNOLOGIES INC,6d global technologies
FSB,FRANKLIN FINANCIAL NETWORK INC,franklin financial network
CRMD,CORMEDIX INC,cormedix
COLL,COLLEGIUM PHARMACEUTICAL INC,collegium pharmaceutical
MDGN,MEDGENICS INC,medgenics
ROX,CASTLE BRANDS INC,castle brands
AGRX,AGILE THERAPEUTICS INC,agile therapeutics
CBYL,CARBYLAN THERAPEUTICS INC,carbylan therapeutics
CVRS,CORINDUS VASCULAR ROBOTICS INC,corindus vascular robotics
CDTX,CIDARA THERAPEUTICS INC,cidara therapeutics
IRMD,IRADIMED CORP,iradimed
ABEO,ABEONA THERAPEUTICS INC,abeona therapeutics
RKDA,ARCADIA BIOSCIENCES INC,arcadia biosciences
APIC,APIGEE CORP,apigee
ZAIS,ZAIS GROUP HOLDINGS INC CLASS A,zais group holdings
CDRB,CODE REBEL CORP,code rebel
-,BIOSCRIP INC RIGHTS COAC TEMP,bioscrip rights coac temp
BXLT,BAXALTA INC,baxalta
CPGX,COLUMBIA PIPELINE GROUP INC,columbia pipeline group
BW,BABCOCK AND WILCOX ENTERPRISES INC,babcock and wilcox enterprises
CCP,CARE CAPITAL PROPERTIES INC,care capital properties
MESG,XURA INC,xura
GLBL,TERRAFORM GLOBAL INC CLASS A,terraform global
CFMS,CONFORMIS INC,conformis
GNRT,GENER8 MARITIME INC,gener8 maritime
BETR,AMPLIFY SNACK BRANDS INC,amplify snack brands
LOB,LIVE OAK BANCSHARES INC,live oak bancshares
MCFT,MCBC HOLDINGS INC,mcbc holdings
GI,ENDOCHOICE HOLDINGS INC,endochoice holdings
NVLS,NIVALIS THERAPEUTICS INC,nivalis therapeutics
ZYNE,ZYNERBA PHARMACEUTICALS INC,zynerba pharmaceuticals
PUB,PEOPLES UTAH,peoples utah
VTVT,VTV THERAPEUTICS INC CLASS A,vtv therapeutics
CATB,CATABASIS PHARMACEUTICALS INC,catabasis pharmaceuticals
GOOGL,ALPHABET INC CLASS A,alphabet
PARR,PAR PACIFIC HOLDINGS INC,par pacific holdings
FCPT,FOUR CORNERS PROPERTY INC TRUST,four corners property
NRE,NORTHSTAR REALTY EUROPE CORP,northstar realty europe
PDVW,PDVWIRELESS INC,pdvwireless
MPSX,MULTI PACKAGING SOLUTIONS INTERNAT,multi packaging solutions internat
AC,ASSOCIATED CAPITAL GROUP INC CLASS,associated capital group
EDGE,EDGE THERAPEUTICS INC,edge therapeutics
DMTX,DIMENSION THERAPEUTICS INC,dimension therapeutics
ARRS,ARRIS INTERNATIONAL PLC,arris international
INVA,INNOVIVA INC,innoviva
-,DYAX CORP CVR,dyax cvr
OCX,ONCOCYTE CORP,oncocyte
NYNYR,EMPIRE RESORTS INC- RIGHTS,empire resorts rights
ULTR,ULTRAPETROL LTD,ultrapetrol
NVTR,NUVECTRA CORP,nuvectra
AFI,ARMSTRONG FLOORING INC,armstrong flooring
UDF,UNITED DEVELOPMENT IV,united development iv
QHC,QUORUM HEALTH CORP,quorum health
-,SECOND SIGHT MEDICAL PRD CSH ASSEN,second sight medical prd csh assen
GNL,GLOBAL NET LEASE INC,global net lease
SRG,SERITAGE GROWTH PROPERTIES  CLA,seritage growth properties cla
ABY,ATLANTICA YIELD PLC,atlantica yield
CPXX,CELATOR PHARMACEUTICALS INC,celator pharmaceuticals
BMCH,BMC STOCK HOLDINGS INC,bmc stock holdings
PJT,PJT PARTNERS INC CLASS A,pjt partners
COTV,COTIVITI HOLDINGS INC,cotiviti holdings
CHCT,COMMUNITY HEALTHCARE TRUST INC,community healthcare
CIO,CITY OFFICE REIT INC,city office reit
CENT,CENTRAL GARDEN & PET CO.,central garden pet
MNOV,MEDICINOVA INC.,medicinova
FMNB,FARMERS NATIONAL BANC CORP.,farmers national banc
CMRE,COSTAMARE INC,costamare
AVXL,ANAVEX LIFE SCIENCES CORP,anavex life sciences
CARO,CAROLINA FINANCIAL CORP,carolina financial
STS,SUPREME INDUSTRIES INC CLASS A,supreme industries
NIHD,NII HOLDINGS INC,nii holdings
SILC,SILICOM LTD,silicom
NERV,MINERVA NEUROSCIENCES INC,minerva neurosciences
AVNU,AVENUE FINANCIAL HOLDINGS INC,avenue financial holdings
ACNB,ACNB CORP.,acnb
TPHS,TRINITY PLACE HOLDINGS INC,trinity place holdings
SIFI,SI FINANCIAL GROUP INC.,si financial group
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,lindblad expeditions holdings
FNWB,FIRST NORTHWEST BAN,first northwest ban
SYN,SYNTHETIC BIOLOGICS INC,synthetic biologics
LSBG,LAKE SUNAPEE BANK GROUP ORD,lake sunapee bank group ord
FPI,FARMLAND PARTNERS INC,farmland partners
AVGR,AVINGER INC,avinger
ITEK,INOTEK PHARMACEUTICALS CORP,inotek pharmaceuticals
AQMS,AQUA METALS INC,aqua metals
FCFP,FIRST COMMUNITY FINANCIAL PARTNERS,first community financial partners
CDXC,CHROMADEX CORP,chromadex
STRS,STRATUS PROPERTIES INC.,stratus properties
BCRH,BLUE CAPITAL REINSURANCE HOLDINGS,blue capital reinsurance holdings
TTNP,TITAN PHARMACEUTICALS INC,titan pharmaceuticals
ICBK,COUNTY BANCORP INC,county bancorp
HNNA,HENNESSY ADVISORS INC,hennessy advisors
ALJJ,ALJ REGIONAL INC,alj regional
FBIO,FORTRESS BIOTECH INC,fortress biotech
UFAB,UNIQUE FABRICATING INC,unique fabricating
AXSM,AXSOME THERAPEUTICS INC,axsome therapeutics
MSBI,MIDLAND STATES BANCORP INC,midland states bancorp
GLYC,GLYCOMIMETICS INC,glycomimetics
EIGR,EIGER BIOPHARMACEUTICALS INC,eiger biopharmaceuticals
PVBC,PROVIDENT BANCORP ORD,provident bancorp ord
CRVS,CORVUS PHARMACEUTICALS INC,corvus pharmaceuticals
SNDX,SYNDAX PHARMACEUTICALS INC,syndax pharmaceuticals
WINS,WINS FINANCE HOLDINGS INC,wins finance holdings
GRIF,GRIFFIN INDUSTRIAL REALTY INC,griffin industrial realty
AMIC,AMERICAN INDEPENDENCE CORP,american independence
XL,XL GROUP LTD,xl group
TRTN,TRITON INTERNATIONAL LTD,triton international
CHUBK,COMMERCEHUB SERIES C INC,commercehub
CHUBA,COMMERCEHUB SERIES A INC,commercehub
LSBG,LAKE SUNAPEE BANK GROUP,lake sunapee bank group
PVBC,PROVIDENT BANCORP,provident bancorp
CHCT,COMMUNITY HEALTHCARE TRUST INC TRU,community healthcare tru
PARR RT,PAR PACIFIC RIGHTS EXP  SEPT INC,par pacific rights exp sept
PTHN,PATHEON NV,patheon
FNFV,FNFV GROUP,fnfv group
APFH,ADVANCEPIERRE FOODS HOLDINGS INC,advancepierre foods holdings
HONE,HARBORONE BANCORP INC,harborone bancorp
PTGX,PROTAGONIST THERAPEUTICS INC,protagonist therapeutics
GMRE,GLOBAL MEDICAL REIT INC,global medical reit
CLSD,CLEARSIDE BIOMEDICAL INC,clearside biomedical
NH,NANTHEALTH INC,nanthealth
KDMN,KADMON,kadmon
PBNC,PARAGON COMMERCIAL CORP,paragon commercial
VSM,VERSUM MATERIALS INC,versum materials
MTGE,MORTGAGE INVESTMENT CORP,mortgage investment
ASIX,ADVANSIX INC,advansix
KDMN,KADMON INC,kadmon
YUMC,YUM CHINA HOLDINGS INC,yum china holdings
LEXEA,LIBERTY EXPEDIA HOLDINGS INC SERIE,liberty expedia holdings serie
QCP,QUALITY CARE PROPERTIES INC,quality care properties
MTGE,MTGE INVESTMENT CORP,mtge investment
-,RESTRICTED CONTRA FERROGLOBE UNIT,restricted contra ferroglobe unit
OSTKR,OVERSTOCK.COM INC RTS,overstock rts
XOG,EXTRACTION OIL GAS INC,extraction oil gas
GOLF,ACUSHNET HOLDINGS CORP,acushnet holdings
NTB,BANK OF NT BUTTERFIELD & SON LTD,bank nt butterfield son
FBK,FB FINANCIAL CORP,fb financial
WAAS,AQUAVENTURE HOLDINGS LTD,aquaventure holdings
MRT,MEDEQUITIES REALTY INC TRUST,medequities realty
QTNA,QUANTENNA COMMUNICATIONS INC,quantenna communications
INSW,INTERNATIONAL SEAWAYS INC,international seaways
RARX,RA PHARMACEUTICALS INC,ra pharmaceuticals
GNMX,AEVI GENOMIC MEDICINE INC,aevi genomic medicine
