ticker,name_x,search_query
ZIGO,ZYGO CORP,zygo
SUPG,SUPERGEN INC.,supergen
DDMX,DYNAMEX INC.,dynamex
CLRK,COLOR KINETICS,color kinetics
PRWT,PREMIERWEST BANCORP,premierwest bancorp
HORC,HORIZON HEALTH CORP COM,horizon health
IFOX,INFOCROSSING INC COM,infocrossing
SMTL,SEMITOOL,semitool
PHTN,PHOTON DYNAMICS,photon dynamics
MHGC,MORGANS HOTEL GROUP CO.,morgans hotel group
TMTA,TRANSMETA CORP.,transmeta
STTX.,STEEL TECHNOLOGIES,steel technologies
JRCOQ,JOURNAL REGISTER,journal register
RVHLQ,RIVIERA HLDGS CORP COM,riviera hldgs
RNAI,SIRNA THERAPEUTICS INC.,sirna therapeutics
DWSN,DAWSON GEOPHYSICAL CO.,dawson geophysical
TRGL,ZAZA ENERGY CORPORATION,zaza energy
BRW,BRISTOL WEST HOLDINGS,bristol west holdings
RHB,REHABCARE,rehabcare
SBX,SEABRIGHT HOLDINGS INC.,seabright holdings
MVC,MVC CAPITAL INC,mvc capital
RADN,RADYNE CORP COM NEW,radyne new
AUXL,AUXILIUM PHARMACEUTICALS INC.,auxilium pharmaceuticals
AVNR,AVANIR PHARMACEUTICALS INC,avanir pharmaceuticals
COGO,COGO GROUP INC.,cogo group
CACH,CACHE INC,cache
TMRK,TERREMARK WORLDWIDE,terremark worldwide
HTRN,HEALTHTRONICS INC COM,healthtronics
SWSI,SUPERIOR WELL SERVICES,superior well services
SLPHQ,SULPHCO INC,sulphco
TVL,LIN TV CORP.,lin tv
HTMXQ,HARTMARX CORP,hartmarx
ICTG.,ICT GROUP,ict group
CFCP,COASTAL FINANCIAL CORPORATION,coastal financial
IBCA,INTERVEST BANCSHARES CORP.,intervest bancshares
FCGI,FIRST CONSULTING GROUP,first consulting group
SMTB,SMITHTOWN BANCORP,smithtown bancorp
CALCQ,CALIFORNIA COASTAL CMNTYS I COM NE,california coastal cmntys ne
CEGE,CELL GENESYS,cell genesys
SLXA,SOLEXA INC.,solexa
RGFCQ,R & G FINANCIAL CORP,financial
LVB,STEINWAY MUSICAL INSTRUMENTS INC.,steinway musical instruments
COLY,COLEY PHARMACEUTICAL GROUP,coley pharmaceutical group
AOGSQ,AURORA OIL & GAS CORP COM,aurora oil gas
NNBR,NN INC,nn
CMBC,COMMUNITY BANCORP INC.,community bancorp
SUPR,SUPERIOR BANCORP,superior bancorp
AATI,ADVANCED ANALOGIC TECHNOLOGIES,advanced analogic technologies
IRIS,IRIS INTERNATIONAL INC.,iris international
WWIN.1,WASTE INDUSTRIES USA,waste industries usa
EMIS,EMISPHERE TECHNOLOGIES INC,emisphere technologies
PLA,PLAYBOY ENTERPRISES CLASS B,playboy enterprises
MGRM,MONOGRAM BIOSCIENCES INC.,monogram biosciences
DRCT,DIRECT GENERAL CORPORATION,direct general
BIVN,BIOENVISION INC COM,bioenvision
GSXN,GASCO ENERGY INC,gasco energy
FTD,FTD GROUP,ftd group
CLK,CLARK INC.,clark
CRN,CORNELL COS,cornell cos
HNAB,HANA BIOSCIENCES INC.,hana biosciences
SMDI.,SIRENZA MICRODEVICES,sirenza microdevices
TST,THESTREET INC,thestreet
TOA,TECHNICAL OLYMPIC USA,technical olympic usa
CADE,CADENCE FINANCIAL CORP.,cadence financial
NTLS,NTELOS HOLDINGS CORP.,ntelos holdings
LEV,LEVITT CORP A,levitt
GAIN,GLADSTONE INVESTMENT CORP,gladstone investment
CBONQ,COMMUNITY,community
MSPD,MINDSPEED TECHNOLOGIES INC.,mindspeed technologies
CATS,CATASYS INC.,catasys
NTRT,NETRATINGS,netratings
INPC,INPHONIC,inphonic
SYNM,SYNTROLEUM CORP.,syntroleum
OVEN,TURBOCHEF TECHN,turbochef techn
WEBM,WEBMEDIABRANDS INC.,webmediabrands
MECAQ,MAGNA ENTMT CORP SUB VTG CL A NEW,magna entmt sub vtg cl new
POWR,POWERSECURE INTERNATIONAL INC,powersecure international
NYM,NYMAGIC INC COM,nymagic
WPSC,WHEELING-PITTSBURGH,wheeling pittsburgh
GFR,GREAT AMER FINL RES,great amer finl res
CBAK,CHINA BAK BATTERY INC.,china bak battery
SBLK,STAR BULK CARRIERS CORP.,star bulk carriers
HRLY,HERLEY INDS,herley inds
KIDBQ,KID BRANDS INC,kid brands
ADBL,AUDIBLE INC.,audible
TAYC,TAYLOR CAPITAL GROUP INC,taylor capital group
SWW,SITEL CORPORATION,sitel
GGLR,GEOGLOBAL RESOURCES INC,geoglobal resources
NPSP,NPS PHARMACEUTICALS INC,nps pharmaceuticals
MWP,MARKWEST HYDRO,markwest hydro
GMCR,GREEN MOUNTAIN COFFEE ROASTERS INC,green mountain coffee roasters
YDNT,YOUNG INNOVATIONS INC.,young innovations
QRCP,QUEST RESOURCE CORP COM NEW,quest resource new
MWIV,MWI VETERINARY SUPPLY INC.,mwi veterinary supply
OPNT,OPNET TECHNOLOGIES INC.,opnet technologies
EF,EDELMAN FINANCIAL GROUP INC.,edelman financial group
AIC,AAMES INVESTMENT CORPORATION,aames investment
CPC.2,CENTRAL PARKING,central parking
MFIN,MEDALLION FINANCIAL CORP,medallion financial
PFSB,PENNFED FINANCIAL SERVICES INC.,pennfed financial services
SP,SP PLUS CORP,sp plus
PRST,PRESSTEK INC.,presstek
UPFC,UNITED PANAM FINANCIAL CORP.,united panam financial
CHFN,CHARTER FINANCIAL CORP.,charter financial
CRDB,CRAWFORD CLASS B,crawford
ESCH,ESCHELON TELECOM INC,eschelon telecom
MCBI,METROCORP BANCSHARES INC.,metrocorp bancshares
TRMS,SYNAGEVA BIOPHARMA CORP.,synageva biopharma
IGOI,IGO INC.,igo
MFW,M&F WORLDWIDE CORP.,worldwide
MRT,MORTONS RESTAURANT GROUP INC.,mortons restaurant group
ZLCS,ZALICUS INC.,zalicus
ARDNA,ARDEN GROUP INC CLASS A,arden group
CSBK,CLIFTON SAVINGS BANCORP INC.,clifton savings bancorp
ANX,ADVENTRX PHARMACEUTICALS INC.,adventrx pharmaceuticals
UDRL,UNION DRILLING INC.,union drilling
CNVR,CONVERA CORP,convera
CACS,CARRIER ACCESS CORP.,carrier access
NOBLQ,NOBLE INTL LTD COM,noble intl
FADV,FIRST ADVANTAGE CORP A,first advantage
FSYS,FUEL SYSTEMS SOLUTIONS INC.,fuel systems solutions
OUTD,OUTDOOR CHANNEL HOLDINGS INC.,outdoor channel holdings
PHHMQ,PALM HARBOR HOMES,palm harbor homes
NSTR,NORTHSTAR NEUROSCIENCE INC.,northstar neuroscience
EEEE,EDUCATE INC.,educate
VIRL,VIRAGE LOGIC CP,virage logic cp
TARRQ,TARRAGON,tarragon
MRGE,MERGE HEALTHCARE INC.,merge healthcare
TLEO,TALEO CORP CL A,taleo cl
CTRX.,COTHERIX INC.,cotherix
ULCM,ULTICOM INC,ulticom
PNSNQ,PENSON WORLDWIDE INC,penson worldwide
SYMSQ,SYMS CORP,syms
SIRV,SIRVA,sirva
DINE,REWARDS NETWORKS INC.,rewards networks
CIDM,CINEDIGM DIGITAL CINEMA CORP. CL A,cinedigm digital cinema cl
DEBS,DEB SHOPS INC.,deb shops
HITK,HI TECH PHARMACAL INC,hi tech pharmacal
CYCL,CENTENNIAL COMMUNICATIONS,centennial communications
EGLT,EAGLE TEST SYSTEMS INC,eagle test systems
NHWK,NIGHTHAWK RADIOLOGY HOLDINGS,nighthawk radiology holdings
DZSI,DASAN ZHONE SOLUTIONS INC,dasan zhone solutions
ALTUQ,ALTUS PHARMACEUTICALS INC,altus pharmaceuticals
RAE,RAE SYSTEMS INC.,rae systems
DR,DARWIN PROF UWRITER,darwin prof uwriter
MBRX,METABASIS THERAPEUTICS INC COM,metabasis therapeutics
RZTIQ,RASER TECHNOLOGIES INC.,raser technologies
RLRN,RENAISSANCE LEARNING,renaissance learning
FLDR,FLANDERS CORP,flanders
TWPG,THOMAS WEISEL PARTNERS GROUP INC,thomas weisel partners group
IGTE,IGATE CORP.,igate
VSTA.1,VISTACARE (A),vistacare
CLAY,CLAYTON HOLDINGS INC.,clayton holdings
ESC,EMERITUS CORP,emeritus
MLP,MAUI LAND AND PINEAPPLE INC,maui land and pineapple
ABBC,ABINGTON COMMUNITY BANCORP INC.,abington community bancorp
GNTA,GENTA INC.,genta
PRVT,PRIVATE MEDIA GROUP INC COM,private media group
CPD,CARACO PHARMACEUTICAL LABORATORIES,caraco pharmaceutical laboratories
HOME,HOME FEDERAL BANCORP INC.,home federal bancorp
BFCF,BFC FINANCIAL CORP CLASS A,bfc financial
CPII,CPI INTERNATIONAL INC.,cpi international
LEDR,MARKET LEADER INC.,market leader
SBP,SANTANDER BANCORP,santander bancorp
ANDS,ANADYS PHARMACEUTICALS,anadys pharmaceuticals
NEXT.2,NEXTEST SYSTEMS CORP,nextest systems
GTOPQ,GENITOPE CORP,genitope
NL,NL INDUSTRIES INC,nl industries
STAK,STAKTEK HLDGS INC COM,staktek hldgs
CRWN,CROWN MEDIA HOLDINGS INC CLASS A,crown media holdings
EICU,VISICU INC COM,visicu
RSO,RESOURCE CAPITAL REIT CORP,resource capital reit
VLG,VALLEY NATIONAL GASES INCORPORATED,valley national gases
SOMX,SOMAXON PHARMACEUTICALS INC.,somaxon pharmaceuticals
PARL,PARLUX FRAGRANCES INC.,parlux fragrances
BFTH,BALLY TOTAL FITNESS,bally total fitness
OHBIQ,ORLEANS HOMEBUILDERS INC.,orleans homebuilders
BWTRQ,BASIN WTR INC COM,basin wtr
OCPI,OPTICAL COMMUNICATION PRODS CL A,optical communication prods cl
PGSW,PEGASUS WIRELESS CORP NV COM NEW,pegasus wireless new
TTES,T-3 ENERGY SERVICES,energy services
TBV,TIENS BIOTECH GROUP (USA) INC.,tiens biotech group usa
P5N994,Petrocorp Inc Escrow,petrocorp escrow
AVRNQ,AVENTINE RENEWABLE ENERGY HOLDINGS,aventine renewable energy holdings
JCG,J. CREW GROUP INC.,crew group
VSUNQ,VERASUN ENERGY CORP.,verasun energy
CYRV,CRYSTAL RIVER CAPITAL,crystal river capital
ROMA,ROMA FINANCIAL CORP.,roma financial
OMTR,OMNITURE,omniture
VOLC,VOLCANO CORP,volcano
TWLL,TECHWELL,techwell
LOOP,LOOPNET INC.,loopnet
IDARQ,IDEARC,idearc
ACV,ALBERTO-CULVER,alberto culver
LDOS,SAIC INC,saic
H9B1,HERC HOLDINGS INC,herc holdings
NMX,NYMEX HOLDINGS INC.,nymex holdings
BARE,BARE ESCENTUALS INC.,bare escentuals
GHSEQ,GATEHOUSE MEDIA,gatehouse media
APKT,ACME PACKET INC.,acme packet
FMR,FIRST MERCURY FINANCIAL,first mercury financial
VQ,VENOCO INC.,venoco
AFSI,AMTRUST FINANCIAL SERVICES INC,amtrust financial services
DIVX,DIVX INC.,divx
KBW,KBW INC.,kbw
VPFG,VIEWPOINT FINANCIAL GROUP,viewpoint financial group
RTYFZ,REALTY FINANCE REIT INC,realty finance reit
OPTM,OPTIUM CORP.,optium
FACE,PHYSICIANS FORMULA HOLDINGS INC.,physicians formula holdings
SUSS,SUSSER HOLDINGS CORP,susser holdings
WNEB,WESTERN NEW ENGLAND BANCORP INC,western new england bancorp
MANF,MANIFOLD CAPITAL CORP,manifold capital
SXE.1,STANLEY INC,stanley
CADX,CADENCE PHARMACEUTICALS INC,cadence pharmaceuticals
TRBN,TRUBION PHARMACEUTICALS INC COM,trubion pharmaceuticals
HNSN,HANSEN MEDICAL INC,hansen medical
-,AFFORDABLE RESIDENTIAL COMMU - RIG,affordable residential commu rig
REV&,REVLON INC RIGHT 01/19/2007,revlon right
TLCP,TELECORP PCS INC - ESCROW,telecorp pcs escrow
CHRD,CHORDIANT SOFTWARE,chordiant software
PAET,PAETEC HOLDING CORP,paetec holding
DYNIQ,DYNEGY INC.,dynegy
HLTH,HLTH CORPORATION,hlth
KFN,KKR FINANCIAL HOLDINGS,kkr financial holdings
FRH,FREEDOM ACQUISITION HLDGS I COM,freedom acquisition hldgs
MMPIQ,MERUELO MADDUX PROPERTIES INC.,meruelo maddux properties
CDVIQ,CAL DIVE INTERNATIONAL INC,cal dive international
OPXT,OPNEXT INC.,opnext
HCD,HIGHLAND DISTRESSED OPPORT COM,highland distressed opport
QRR,QUADRA REALTY TRUST INC COM,quadra realty
SDXC,SWITCH & DATA FACILITIES COMPANY,switch data facilities
NTQ,NTR ACQUISITION CO COM,ntr acquisition
NEWS,NEWSTAR FINANCIAL INC,newstar financial
HLYS,HEELYS INC,heelys
PLTE,CLAYMONT STEEL HOLDINGS INC COM,claymont steel holdings
USBE,US BIOENERGY,us bioenergy
AHII,ANIMAL HEALTH INTERNATIONAL INC.,animal health international
DBTK,DOUBLE-TAKE SOFTWARE,double take software
ISLN,ISILON SYSTEMS,isilon systems
TOUSQ,TOUSA INC,tousa
OMPI,OBAGI MEDICAL PRODUCTS INC.,obagi medical products
XTNT,XTENT INC.,xtent
MIPIQ,MOLECULAR INSIGHT PHARM INC COM,molecular insight pharm
CLEC,US LEC CORP.,us lec
SLBA,SCHLUMBERGER LTD.,schlumberger
GSF,GLOBALSANTAFE CORPORATION,globalsantafe
XL,XL GROUP PLC,xl group
CBE,COOPER INDUSTRIES INC.,cooper industries
FWLT,FOSTER WHEELER LTD.,foster wheeler
NWA,NORTHWEST AIRLINES W/1,northwest airlines
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,white mountains insurance group lt
UTIW,UTI WORLDWIDE INC,uti worldwide
AHL,ASPEN INSURANCE HOLDINGS LTD,aspen insurance holdings
PTP,PLATINUM UNDERWRITERS HOLDINGS LTD,platinum underwriters holdings
MRH,MONTPELIER RE HOLDINGS LTD.,montpelier re holdings
IPCR,IPC HOLDNGS LTD,ipc holdngs
ALTE,ALTERRA CAPITAL HOLDINGS LTD.,alterra capital holdings
WCRX,WARNER CHILCOTT A (BERMUDA),warner chilcott bermuda
EHC,ENCOMPASS HEALTH CORP,encompass health
FRPT,FORCE PROTECTION,force protection
APXSQ,APEX SILVER MINES,apex silver mines
NAT,NORDIC AMERICAN TANKERS LTD,nordic american tankers
WINN,WINN-DIXIE STORES INC. WI,winn dixie stores wi
SFL,SHIP FINANCE INTERNATIONAL LTD,ship finance international
GMR,GENERAL MARITIME,general maritime
SYCRF,SYNCORA HOLDINGS LTD,syncora holdings
GNKOQ,GENCO SHIPPING AND TRADING LTD,genco shipping and trading
SMOD,SMART MODULAR TECHNOLOGIES (WWH)IN,smart modular technologies wwh in
ALC,ASSISTED LIVING CONCEPTS INC. CL A,assisted living concepts cl
HOFF,HORIZON OFFSHORE,horizon offshore
GBLI,GLOBAL INDEMNITY PLC,global indemnity
MSCS,MSC SOFTWARE,msc software
URRE,URANIUM RESOURCES INC.,uranium resources
CLWR,CLEARWIRE CORP CL A,clearwire cl
XIDEQ,EXIDE TECHNOLOGIES,exide technologies
RCCC,RURAL CELL A,rural cell
VLCCF,KNIGHTSBRIDGE SHIPPING LTD,knightsbridge shipping
BLX,BANCO LATINOAMERICANO DE COMERCIO,banco latinoamericano comercio
SLH,SOLERA HOLDINGS INC.,solera holdings
HAYZQ,HAYES LEMMERZ INTERNATIONAL INC. C,hayes lemmerz international
PRSG,PRIMUS GUARANTY LTD,primus guaranty
NEXC,NEXCEN BRANDS,nexcen brands
GLBC,GLOBAL CROSSING,global crossing
KNOL,KNOLOGY INC.,knology
COHN,COHEN & CO. INC.,cohen
OMRI,OMRIX BIOPHARMACEUTICALS,omrix biopharmaceuticals
CWCO,CONSOLIDATED WATER LTD,consolidated water
RRR,RSC HOLDINGS INC.,rsc holdings
EBHIQ,EDDIE BAUER HOLDINGS INC.,eddie bauer holdings
CV,CENTRAL VERMONT PUBLIC SERVICE COR,central vermont public service cor
ATB,ARLINGTON TANKERS,arlington tankers
GEOY,GEOEYE INC.,geoeye
TPGI,THOMAS PROPERTIES GROUP REIT INC,thomas properties group reit
MEH,MIDWEST AIR GROUP INC.,midwest air group
MEND,MICRUS ENDOVASCULAR CORP,micrus endovascular
PNCLQ,PINNACLE AIRLINES CORP,pinnacle airlines
EMS,EMERGENCY MEDICAL SERVICES CORP.,emergency medical services
ULTRF,ULTRAPETROL LTD,ultrapetrol
SRVY,GREENFIELD ONLINE,greenfield online
ONT,ON2 TECHNOLOGIES INC COM,on2 technologies
FCSX,FCSTONE GROUP,fcstone group
HUGH,HUGHES COMMUNICATIONS INC,hughes communications
IBAS,IBASIS INC.,ibasis
SKRRF,SCOTTISH RE GROUP LTD.,scottish re group
DHT,DHT HOLDINGS INC.,dht holdings
FXEN,FX ENERGY INC,fx energy
ADPI,AMERICAN DENTAL PARTNERS,american dental partners
VOCS,VOCUS INC,vocus
QUMU,QUMU CORP,qumu
ASIA,ASIAINFO-LINKAGE INC.,asiainfo linkage
MAQ,MARATHON ACQUISITION CORP,marathon acquisition
RAMRD,RAM HOLDINGS LTD.,ram holdings
BJGP,BMP SUNSTONE CORP.,bmp sunstone
COWN,COWEN GROUP INC.,cowen group
BRLCQ,SYNTAX-BRILLIAN CORP,syntax brillian
PNNT,PENNANTPARK INVESTMENT CORP,pennantpark investment
BUF,MINRAD INTL INC COM,minrad intl
SEN,SEMCO ENERGY INC COM,semco energy
MSWP,MISSION WEST PROPERTIES REIT INC,mission west properties reit
PCAP,PATRIOT CAPITAL FUNDING INC COM,patriot capital funding
CYTR,CYTRX CORP.,cytrx
DGIT,DG FASTCHANNEL INC.,dg fastchannel
ININ,INTERACTIVE INTELLIGENCE INC.,interactive intelligence
BKR,MICHAEL BAKER CORP.,michael baker
CDZI,CADIZ INC,cadiz
OBQI,OILSANDS QUEST INC,oilsands quest
JAV,JAVELIN PHARMACEUTICALS INC COM,javelin pharmaceuticals
TOMO,TOMOTHERAPY,tomotherapy
KEYN,KEYNOTE SYSTEMS INC.,keynote systems
MUX,MCEWEN MINING INC.,mcewen mining
BPZRQ,BPZ RESOURCES INC,bpz resources
XKEDX,KAYNE ANDERSON ENERGY DEVELOPMENT,kayne anderson energy development
NWK,NETWORK EQUIPMENT TECHNOLOGIES INC,network equipment technologies
BNHNA,BENIHANA A,benihana
WPSLF,W.P. STEWART & CO. LTD.,stewart
SNCI,SONIC INNOVATIONS INC.,sonic innovations
WAVE,NEXTWAVE WIRELESS INC.,nextwave wireless
KOSN,KOSAN BIOSCIENCES INC COM,kosan biosciences
EIIN,ENERGY INFRASTRUCTURE ACQUI COM,energy infrastructure acqui
CCIX,COLEMAN CABLE INC,coleman cable
LABL,MULTI COLOR CORP,multi color
GEOKQ,GEOKINETICS INC,geokinetics
NRGN,NEUROGEN CORP,neurogen
STEC,STEC INC.,stec
DFCLQ,DELTA FINANCIAL CORP COM,delta financial
OPTV,OPENTV CORP A,opentv
APAGF,APCO OIL & GAS INTERNATIONAL INC.,apco oil gas international
DEEPQ,SUPERIOR OFFSHORE INTERNATIONAL IN,superior offshore international in
ALTH,ALLOS THERAPEUTICS INC.,allos therapeutics
GRBEQ,GRUBB AND ELLIS,grubb and ellis
FSR,FLAGSTONE REINSURANCE HOLDINGS LTD,flagstone reinsurance holdings
BRT,BRT APARTMENTS CORP,brt apartments
CTAC,1 800 CONTACTS,contacts
BNVI,BIONOVO INC.,bionovo
SGICQ,SILICON GRAPHICS INC COM NEW,silicon graphics new
STRS,STRATUS PROPERTIES INC,stratus properties
COMV,COMVERGE INC.,comverge
TRCA,TERCICA INC.,tercica
BMTI,BIOMIMETIC THERAPEUTICS INC.,biomimetic therapeutics
UNCA,UNICA CORP.,unica
BBND,BIGBAND NETWORKS,bigband networks
ARUN,ARUBA NETWORKS INC.,aruba networks
VRNM,VERENIUM CORP.,verenium
SDTHQ,SHENGDATECH INC,shengdatech
ENOC,ENERNOC INC,enernoc
TBSI,TBS INTERNATIONAL PLC (CL A),tbs international cl
ADY,FEIHE INTERNATIONAL INC.,feihe international
EPHC,EPOCH HOLDINGS CORP.,epoch holdings
CPHL,CASTLEPOINT HLDGS,castlepoint hldgs
AMPL,AMPAL-AMERICAN ISRAEL CORP.,ampal american israel
ABBC,ABINGTON BANCORP INC,abington bancorp
PONE,PROTECTION ONE INC.,protection one
FIRE,SOURCEFIRE,sourcefire
SYUT,SYNUTRA INTERNATIONAL INC,synutra international
NBFAQ,NOVA BIOSOURCE FUELS INC,nova biosource fuels
KFED,K FED BANCORP COM,fed bancorp
HTC,HUNGARIAN TEL & CABLE CORP COM,hungarian tel cable
SIRT,SIRTRIS PHARM.,sirtris pharm
GMTA,GANDER MOUNTAIN CO,gander mountain
COV,COVIDIEN LTD.,covidien
IMPCQ,IMPERIAL CAPITAL BANCORP INC,imperial capital bancorp
MF,MF GLOBAL LTD.,mf global
BZ,BOISE INC.,boise
OWW,ORBITZ WORLDWIDE INC.,orbitz worldwide
STAR,STARENT NETWORKS,starent networks
DOLNQ,DOLAN,dolan
DDUP,DATA DOMAIN,data domain
BLOG,BLADELOGIC INC COM,bladelogic
NZ,NETEZZA,netezza
ZINCQ,HORSEHEAD CORP,horsehead
AUTH,AUTHENTEC INC.,authentec
HSWI,HSW INTERNATIONAL INC.,hsw international
AIRV,AIRVANA INC.,airvana
MI,MARSHALL & ILSLEY,marshall ilsley
TT,TRANE INC.,trane
MV,METAVANTE TECHNOLOGIES INC.,metavante technologies
PCXCQ,PATRIOT COAL CORP,patriot coal
GLG,GLG PARTNERS,glg partners
ABII,ABRAXIS BIOSCIENCE (NEW),abraxis bioscience new
ESMK,ESMARK,esmark
-,MEDIS TECHNOLOGIES LTD - RTS,medis technologies rts
SDOCQ,SANDRIDGE ENERGY INC,sandridge energy
ES,ENERGYSOLUTIONS INC.,energysolutions
GFGFQ,GUARANTY FINANCIAL GROUP,guaranty financial group
TOH,HICKS ACQUISITION CO. I INC.,hicks acquisition
CAGZ,CULLEN AGRICULTURAL HOLDING COM,cullen agricultural holding
VM,VIRGIN MOBILE USA A,virgin mobile usa
DUF,DUFF & PHELPS CORP. CL A,duff phelps cl
GXDX,GENOPTIX INC.,genoptix
CTCT,CONSTANT CONTACT INC,constant contact
FGXI,FGX INTERNATIONAL HLDGS,fgx international hldgs
PROJ,DELTEK INC.,deltek
SFSF,SUCCESSFACTORS,successfactors
TSON,TRANS1 INC.,trans1
MAPP,MAP PHARMACEUTICALS INC.,map pharmaceuticals
NSPH,NANOSPHERE INC,nanosphere
PAR.3,3PAR INC.,3par
VRAD,VIRTUAL RADIOLOGIC CORPORAT COM,virtual radiologic corporat
CML,COMPELLENT TECHNOLOGIES,compellent technologies
BFRM,BIOFORM MEDICAL INC,bioform medical
ICXT,ICX TECHNOLOGIES INC COM,icx technologies
CCGM,CHINA CGAME INC,china cgame
INET,INTERNET BRANDS-CL A,internet brands cl
FXRE,FX REAL ESTATE & ENTERTAINMENT INC,fx real estate entertainment
-,SECURITY BANK CORP,security bank
FXRE,FX REAL ESTATE & ENT RIGHTS,fx real estate ent rights
-,CENTERLINE HOLDING CO RTS,centerline holding rts
RISK,RISKMETRICS GROUP,riskmetrics group
IPCM,IPC HEALTHCARE INC,ipc healthcare
ARST,ARCSIGHT INC,arcsight
ENTR,ENTROPIC COMMUNICATIONS INC,entropic communications
-,WINTHROP REALTY TRUST - RTS,winthrop realty rts
SOA,SOLUTIA INC.,solutia
THRX,THERAVANCE INC.,theravance
CMO,CAPSTEAD MORTGAGE REIT CORP,capstead mortgage reit
TWTI.1,THIRD WAVE TECHNOLOGIES,third wave technologies
EXXIQ,ENERGY XXI (BERMUDA) LTD,energy xxi bermuda
AXYS,AXSYS TECHNOLOGIES,axsys technologies
CSR,CHINA SECURITY & SURVEILLANCE TECH,china security surveillance tech
CGRB,COUGAR BIOTECHNOLOGY,cougar biotechnology
FSIN,FUSHI COPPERWELD INC.,fushi copperweld
KTII,K-TRON INTERNATIONAL,tron international
MHLD,MAIDEN HOLDINGS LTD,maiden holdings
CANOQ,CANO PETROLEUM INC.,cano petroleum
PMFG,PMFG INC.,pmfg
PTEC,PHOENIX TECHNOLOGIES LTD.,phoenix technologies
FEEDQ,AGFEED INDUSTRIES INC,agfeed industries
VRUS,PHARMASSET,pharmasset
FRM,FURMANITE CORP.,furmanite
DMRC.1,DIGIMARC,digimarc
SMTS,SOMANETICS CORP,somanetics
HEVVQ,ENER1 INC,ener1
ANVGQ,ALLIED NEVADA GOLD CORP,allied nevada gold
HTS,HATTERAS FINANCIAL CORP.,hatteras financial
NOG,NORTHERN OIL AND GAS INC,northern oil and gas
VNUS,VNUS MEDICAL TECH,vnus medical tech
QCOR,QUESTCOR PHARMACEUTICALS INC,questcor pharmaceuticals
PHX,PHX MINERALS INC,phx minerals
ENDRQ,ENDEAVOUR INTERNATIONAL CORP,endeavour international
LSR,LIFE SCIENCES RESEARCH,life sciences research
ABAT,ADVANCED BATTERY TECHNOLOGIES INC,advanced battery technologies
SYNO,SYNOVIS LIFE TECH,synovis life tech
TSTRQ,TERRESTAR CORP,terrestar
HOGS,ZHONGPIN INC.,zhongpin
NCOC,NATIONAL COAL CORP COM NEW,national coal new
AXAS,ABRAXAS PETROLEUM CORP,abraxas petroleum
VLNCQ,VALENCE TECHNOLOGY INC,valence technology
BMBM,FREEDOM HOLDING CORP,freedom holding
PROS,PROCENTURY CORP COM,procentury
MPR,MET-PRO CORP.,met pro
UBNK,UNITED FINANCIAL BANCORP INC,united financial bancorp
THMD,THERMADYNE HOLDINGS CORP.,thermadyne holdings
DNBK,DANVERS BANCORP,danvers bancorp
OPTR,OPTIMER PHARMACEUTICALS INC.,optimer pharmaceuticals
BOLT,BOLT TECHNOLOGY CORP,bolt technology
QNTA,QUANTA CAPITAL HOLDINGS,quanta capital holdings
BCON,BEACON POWER CORP.,beacon power
ISPH,INSPIRE PHARMACEUTICALS,inspire pharmaceuticals
ENTU,ENTRUST,entrust
STBC,STATE BANCORP,state bancorp
SYMX,SYNTHESIS ENERGY SYSTEMS INC,synthesis energy systems
DYAX,DYAX CORP.,dyax
APSG,APPLIED SIGNAL TECH,applied signal tech
CSA,COGDELL SPENCER INC,cogdell spencer
MIND,MIND TECHNOLOGY INC,mind technology
HUSA,HOUSTON AMERICAN ENERGY CORP,houston american energy
PENX,PENFORD CORP.,penford
ICOC,ICO INC NEW COM,ico new
TVLYQ,TRI-VALLEY CORP,tri valley
GCOM,GLOBECOMM SYSTEM INC,globecomm system
CHDX,CHINDEX INTERNATIONAL INC,chindex international
AGL.1,ANGELICA CORP COM,angelica
CSCX,CARDIAC SCIENCE CORP,cardiac science
TSYS,TELECOMMUNICATION SYSTEMS INC. CL,telecommunication systems cl
CBRX,COLUMBIA LABORATORIES INC.,columbia laboratories
ASI,AMERICAN SAFETY INSURANCE HOLDINGS,american safety insurance holdings
CALD,CALLIDUS SOFTWARE INC,callidus software
MASB,MASSBANK CORP READ MASS COM,massbank read mass
DBLE,DOUBLE EAGLE PETROLEUM CO.,double eagle petroleum
CLDA,CLINICAL DATA IN,clinical data in
DMAN,DEMANDTEC INC,demandtec
AEZ,AMERICAN OIL & GAS INC,american oil gas
RDEA,ARDEA BIOSCIENCES INC.,ardea biosciences
VITA,ORTHOVITA,orthovita
OLP,ONE LIBERTY PROPERTIES REIT INC,one liberty properties reit
ACCL,ACCELRYS INC,accelrys
MNR,MONMOUTH REAL ESTATE INVESTMENT RE,monmouth real estate investment re
CVTR,CARE INVESTMENT TRUST INC.,care investment
METR,METRO BANCORP INC.,metro bancorp
CALP,CALIPER LIFE SCIENCES,caliper life sciences
AMCP,AMCOMP INC COM,amcomp
MBRKQ,MIDDLEBROOK PHARMACEUTICAL COM,middlebrook pharmaceutical
KS,KAPSTONE PAPER AND PACKAGING CORP,kapstone paper and packaging
LPHIQ,LIFE PARTNERS HOLDINGS INC,life partners holdings
WEST,WESTINGHOUSE SOLAR INC.,westinghouse solar
CFSG,CHINA FIRE & SECURITY GROUP,china fire security group
